"yday","subsectionname","trailname","trailnumber","timeframe","wday","max.count","subsectionF"
342,"North Cottonwood to Johnson Canyon","North Cottonwood",545,2021-12-08,"Wed",NA,"North Cottonwood to Johnson Canyon"
343,"Bridger","Bridger Ridge",513,2021-12-09,"Thu",NA,"Bridger"
344,"Corbly Gulch","Corbly Gulch",544,2021-12-10,"Fri",NA,"Corbly Gulch"
345,"Felix Canyon Rd","Felix Canyon Rd",2514,2021-12-11,"Sat",NA,"Felix Canyon Rd"
346,"Sypes to Middle Cottonwood","Bridger Foothills",534,2021-12-12,"Sun",NA,"Sypes to Middle Cottonwood"
347,"Bostwick to Truman","Bridger Foothills",534,2021-12-13,"Mon",NA,"Bostwick to Truman"
348,"Baldy to Bridger","Bridger Ridge",513,2021-12-14,"Tue",NA,"Baldy to Bridger"
349,"Fairy Creek","Fairy Creek",500,2021-12-15,"Wed",NA,"Fairy Creek"
350,"Fairy Lakeshore","Fairy Lakeshore",499,2021-12-16,"Thu",NA,"Fairy Lakeshore"
351,"Jones to Ross Pass","Bridger Foothills",534,2021-12-17,"Fri",NA,"Jones to Ross Pass"
352,"Sacagawea Peak to Sacagawea Pass","Bridger Ridge",513,2021-12-18,"Sat",NA,"Sacagawea Peak to Sacagawea Pass"
353,"Ross Pass","Ross Pass",551,2021-12-19,"Sun",NA,"Ross Pass"
354,"Fairy Lake Shortcut","Fairy Lake Shortcut",501.1,2021-12-20,"Mon",NA,"Fairy Lake Shortcut"
355,"Johnson Canyon Jeep Trail","Johnson Canyon Jeep Trail",2512,2021-12-21,"Tue",NA,"Johnson Canyon Jeep Trail"
356,"Sacagawea Pass","Sacagawea Pass",518,2021-12-22,"Wed",NA,"Sacagawea Pass"
357,"Lower Shafthouse","Shafthouse Hill",540,2021-12-23,"Thu",NA,"Lower Shafthouse"
358,"North Cottonwood to Ridge","North Cottonwood",545,2021-12-24,"Fri",NA,"North Cottonwood to Ridge"
359,"Ross Pass to Sacagawea Peak","Bridger Ridge",513,2021-12-25,"Sat",NA,"Ross Pass to Sacagawea Peak"
360,"Bridger to Ross Pass","Bridger Ridge",513,2021-12-26,"Sun",NA,"Bridger to Ross Pass"
361,"Carroll Creek","Carroll Creek",527,2021-12-27,"Mon",NA,"Carroll Creek"
362,"Flathead Pass Rd","Flathead Pass Rd",NA,2021-12-28,"Tue",NA,"Flathead Pass Rd"
363,"Upper Shafthouse","Shafthouse Hill",540,2021-12-29,"Wed",NA,"Upper Shafthouse"
364,"S Fork Brackett Creek","S Fork Brackett Creek",525,2021-12-30,"Thu",NA,"S Fork Brackett Creek"
365,"East Bridger South","East Bridger South",538,2021-12-31,"Fri",NA,"East Bridger South"
1,"Ross Pass to Sacagawea Pass","Bridger Foothills",534,2021-01-01,"Fri",NA,"Ross Pass to Sacagawea Pass"
2,"Raptor View","Raptor View",530,2021-01-02,"Sat",NA,"Raptor View"
3,"Upper Brackett Creek","Upper Brackett Creek",526,2021-01-03,"Sun",NA,"Upper Brackett Creek"
4,"Truman to Jones","Bridger Foothills",534,2021-01-04,"Mon",NA,"Truman to Jones"
7,"College M to Sypes","Bridger Foothills",534,2021-01-07,"Thu",NA,"College M to Sypes"
11,"Sypes Canyon","Sypes Canyon",531,2021-01-11,"Mon",NA,"Sypes Canyon"
12,"Middle Cottonwood","Middle Cottonwood",586,2021-01-12,"Tue",NA,"Middle Cottonwood"
13,"East Bridger North","East Bridger North",539,2021-01-13,"Wed",NA,"East Bridger North"
14,"Truman Gulch","Truman Gulch",535,2021-01-14,"Thu",NA,"Truman Gulch"
15,"Middle Cottonwood to Bostwick","Bridger Foothills",534,2021-01-15,"Fri",NA,"Middle Cottonwood to Bostwick"
16,"North Cottonwood Access","North Cottonwood Access",546,2021-01-16,"Sat",NA,"North Cottonwood Access"
17,"New World Gulch","New World Gulch",50,2021-01-17,"Sun",NA,"New World Gulch"
18,"North Cottonwood to Johnson Canyon","North Cottonwood",545,2021-01-18,"Mon",NA,"North Cottonwood to Johnson Canyon"
19,"Bridger","Bridger Ridge",513,2021-01-19,"Tue",NA,"Bridger"
20,"Corbly Gulch","Corbly Gulch",544,2021-01-20,"Wed",NA,"Corbly Gulch"
21,"Felix Canyon Rd","Felix Canyon Rd",2514,2021-01-21,"Thu",NA,"Felix Canyon Rd"
22,"Sypes to Middle Cottonwood","Bridger Foothills",534,2021-01-22,"Fri",NA,"Sypes to Middle Cottonwood"
23,"Bostwick to Truman","Bridger Foothills",534,2021-01-23,"Sat",NA,"Bostwick to Truman"
24,"Baldy to Bridger","Bridger Ridge",513,2021-01-24,"Sun",NA,"Baldy to Bridger"
25,"Fairy Creek","Fairy Creek",500,2021-01-25,"Mon",NA,"Fairy Creek"
26,"Fairy Lakeshore","Fairy Lakeshore",499,2021-01-26,"Tue",NA,"Fairy Lakeshore"
27,"Jones to Ross Pass","Bridger Foothills",534,2021-01-27,"Wed",NA,"Jones to Ross Pass"
28,"Sacagawea Peak to Sacagawea Pass","Bridger Ridge",513,2021-01-28,"Thu",NA,"Sacagawea Peak to Sacagawea Pass"
29,"Ross Pass","Ross Pass",551,2021-01-29,"Fri",NA,"Ross Pass"
30,"Fairy Lake Shortcut","Fairy Lake Shortcut",501.1,2021-01-30,"Sat",NA,"Fairy Lake Shortcut"
31,"Johnson Canyon Jeep Trail","Johnson Canyon Jeep Trail",2512,2021-01-31,"Sun",NA,"Johnson Canyon Jeep Trail"
32,"Sacagawea Pass","Sacagawea Pass",518,2021-02-01,"Mon",NA,"Sacagawea Pass"
33,"Lower Shafthouse","Shafthouse Hill",540,2021-02-02,"Tue",NA,"Lower Shafthouse"
34,"North Cottonwood to Ridge","North Cottonwood",545,2021-02-03,"Wed",NA,"North Cottonwood to Ridge"
35,"Ross Pass to Sacagawea Peak","Bridger Ridge",513,2021-02-04,"Thu",NA,"Ross Pass to Sacagawea Peak"
36,"Bridger to Ross Pass","Bridger Ridge",513,2021-02-05,"Fri",NA,"Bridger to Ross Pass"
37,"Carroll Creek","Carroll Creek",527,2021-02-06,"Sat",NA,"Carroll Creek"
38,"Flathead Pass Rd","Flathead Pass Rd",NA,2021-02-07,"Sun",NA,"Flathead Pass Rd"
39,"Upper Shafthouse","Shafthouse Hill",540,2021-02-08,"Mon",NA,"Upper Shafthouse"
40,"S Fork Brackett Creek","S Fork Brackett Creek",525,2021-02-09,"Tue",NA,"S Fork Brackett Creek"
41,"East Bridger South","East Bridger South",538,2021-02-10,"Wed",NA,"East Bridger South"
42,"Ross Pass to Sacagawea Pass","Bridger Foothills",534,2021-02-11,"Thu",NA,"Ross Pass to Sacagawea Pass"
43,"Raptor View","Raptor View",530,2021-02-12,"Fri",NA,"Raptor View"
44,"Upper Brackett Creek","Upper Brackett Creek",526,2021-02-13,"Sat",NA,"Upper Brackett Creek"
45,"Truman to Jones","Bridger Foothills",534,2021-02-14,"Sun",NA,"Truman to Jones"
49,"Steep Way","Bridger Ridge",513,2021-02-18,"Thu",NA,"Steep Way"
50,"M to Baldy","Bridger Ridge",513,2021-02-19,"Fri",NA,"M to Baldy"
51,"M shortcut","M shortcut",512,2021-02-20,"Sat",NA,"M shortcut"
53,"Middle Cottonwood","Middle Cottonwood",586,2021-02-22,"Mon",NA,"Middle Cottonwood"
54,"East Bridger North","East Bridger North",539,2021-02-23,"Tue",NA,"East Bridger North"
55,"Truman Gulch","Truman Gulch",535,2021-02-24,"Wed",NA,"Truman Gulch"
56,"Middle Cottonwood to Bostwick","Bridger Foothills",534,2021-02-25,"Thu",NA,"Middle Cottonwood to Bostwick"
57,"North Cottonwood Access","North Cottonwood Access",546,2021-02-26,"Fri",NA,"North Cottonwood Access"
58,"New World Gulch","New World Gulch",50,2021-02-27,"Sat",NA,"New World Gulch"
59,"North Cottonwood to Johnson Canyon","North Cottonwood",545,2021-02-28,"Sun",NA,"North Cottonwood to Johnson Canyon"
60,"Bridger","Bridger Ridge",513,2021-03-01,"Mon",NA,"Bridger"
61,"Corbly Gulch","Corbly Gulch",544,2021-03-02,"Tue",NA,"Corbly Gulch"
62,"Felix Canyon Rd","Felix Canyon Rd",2514,2021-03-03,"Wed",NA,"Felix Canyon Rd"
63,"Sypes to Middle Cottonwood","Bridger Foothills",534,2021-03-04,"Thu",NA,"Sypes to Middle Cottonwood"
64,"Bostwick to Truman","Bridger Foothills",534,2021-03-05,"Fri",NA,"Bostwick to Truman"
65,"Baldy to Bridger","Bridger Ridge",513,2021-03-06,"Sat",NA,"Baldy to Bridger"
66,"Fairy Creek","Fairy Creek",500,2021-03-07,"Sun",NA,"Fairy Creek"
67,"Fairy Lakeshore","Fairy Lakeshore",499,2021-03-08,"Mon",NA,"Fairy Lakeshore"
68,"Jones to Ross Pass","Bridger Foothills",534,2021-03-09,"Tue",NA,"Jones to Ross Pass"
69,"Sacagawea Peak to Sacagawea Pass","Bridger Ridge",513,2021-03-10,"Wed",NA,"Sacagawea Peak to Sacagawea Pass"
70,"Ross Pass","Ross Pass",551,2021-03-11,"Thu",NA,"Ross Pass"
71,"Fairy Lake Shortcut","Fairy Lake Shortcut",501.1,2021-03-12,"Fri",NA,"Fairy Lake Shortcut"
72,"Johnson Canyon Jeep Trail","Johnson Canyon Jeep Trail",2512,2021-03-13,"Sat",NA,"Johnson Canyon Jeep Trail"
73,"Sacagawea Pass","Sacagawea Pass",518,2021-03-14,"Sun",NA,"Sacagawea Pass"
74,"Lower Shafthouse","Shafthouse Hill",540,2021-03-15,"Mon",NA,"Lower Shafthouse"
75,"North Cottonwood to Ridge","North Cottonwood",545,2021-03-16,"Tue",NA,"North Cottonwood to Ridge"
76,"Ross Pass to Sacagawea Peak","Bridger Ridge",513,2021-03-17,"Wed",NA,"Ross Pass to Sacagawea Peak"
77,"Bridger to Ross Pass","Bridger Ridge",513,2021-03-18,"Thu",NA,"Bridger to Ross Pass"
78,"Carroll Creek","Carroll Creek",527,2021-03-19,"Fri",NA,"Carroll Creek"
79,"Flathead Pass Rd","Flathead Pass Rd",NA,2021-03-20,"Sat",NA,"Flathead Pass Rd"
80,"Upper Shafthouse","Shafthouse Hill",540,2021-03-21,"Sun",NA,"Upper Shafthouse"
81,"S Fork Brackett Creek","S Fork Brackett Creek",525,2021-03-22,"Mon",NA,"S Fork Brackett Creek"
82,"East Bridger South","East Bridger South",538,2021-03-23,"Tue",NA,"East Bridger South"
83,"Ross Pass to Sacagawea Pass","Bridger Foothills",534,2021-03-24,"Wed",NA,"Ross Pass to Sacagawea Pass"
84,"Raptor View","Raptor View",530,2021-03-25,"Thu",NA,"Raptor View"
85,"Upper Brackett Creek","Upper Brackett Creek",526,2021-03-26,"Fri",NA,"Upper Brackett Creek"
86,"Truman to Jones","Bridger Foothills",534,2021-03-27,"Sat",NA,"Truman to Jones"
94,"Middle Cottonwood","Middle Cottonwood",586,2021-04-04,"Sun",NA,"Middle Cottonwood"
95,"East Bridger North","East Bridger North",539,2021-04-05,"Mon",NA,"East Bridger North"
96,"Truman Gulch","Truman Gulch",535,2021-04-06,"Tue",NA,"Truman Gulch"
97,"Middle Cottonwood to Bostwick","Bridger Foothills",534,2021-04-07,"Wed",NA,"Middle Cottonwood to Bostwick"
98,"North Cottonwood Access","North Cottonwood Access",546,2021-04-08,"Thu",NA,"North Cottonwood Access"
99,"New World Gulch","New World Gulch",50,2021-04-09,"Fri",NA,"New World Gulch"
100,"North Cottonwood to Johnson Canyon","North Cottonwood",545,2021-04-10,"Sat",NA,"North Cottonwood to Johnson Canyon"
101,"Bridger","Bridger Ridge",513,2021-04-11,"Sun",NA,"Bridger"
102,"Corbly Gulch","Corbly Gulch",544,2021-04-12,"Mon",NA,"Corbly Gulch"
103,"Felix Canyon Rd","Felix Canyon Rd",2514,2021-04-13,"Tue",NA,"Felix Canyon Rd"
104,"Sypes to Middle Cottonwood","Bridger Foothills",534,2021-04-14,"Wed",NA,"Sypes to Middle Cottonwood"
105,"Bostwick to Truman","Bridger Foothills",534,2021-04-15,"Thu",NA,"Bostwick to Truman"
106,"Baldy to Bridger","Bridger Ridge",513,2021-04-16,"Fri",NA,"Baldy to Bridger"
107,"Fairy Creek","Fairy Creek",500,2021-04-17,"Sat",NA,"Fairy Creek"
108,"Fairy Lakeshore","Fairy Lakeshore",499,2021-04-18,"Sun",NA,"Fairy Lakeshore"
109,"Jones to Ross Pass","Bridger Foothills",534,2021-04-19,"Mon",NA,"Jones to Ross Pass"
110,"Sacagawea Peak to Sacagawea Pass","Bridger Ridge",513,2021-04-20,"Tue",NA,"Sacagawea Peak to Sacagawea Pass"
111,"Ross Pass","Ross Pass",551,2021-04-21,"Wed",NA,"Ross Pass"
112,"Fairy Lake Shortcut","Fairy Lake Shortcut",501.1,2021-04-22,"Thu",NA,"Fairy Lake Shortcut"
113,"Johnson Canyon Jeep Trail","Johnson Canyon Jeep Trail",2512,2021-04-23,"Fri",NA,"Johnson Canyon Jeep Trail"
114,"Sacagawea Pass","Sacagawea Pass",518,2021-04-24,"Sat",NA,"Sacagawea Pass"
115,"Lower Shafthouse","Shafthouse Hill",540,2021-04-25,"Sun",NA,"Lower Shafthouse"
116,"North Cottonwood to Ridge","North Cottonwood",545,2021-04-26,"Mon",NA,"North Cottonwood to Ridge"
117,"Ross Pass to Sacagawea Peak","Bridger Ridge",513,2021-04-27,"Tue",NA,"Ross Pass to Sacagawea Peak"
118,"Bridger to Ross Pass","Bridger Ridge",513,2021-04-28,"Wed",NA,"Bridger to Ross Pass"
119,"Carroll Creek","Carroll Creek",527,2021-04-29,"Thu",NA,"Carroll Creek"
120,"Flathead Pass Rd","Flathead Pass Rd",NA,2021-04-30,"Fri",NA,"Flathead Pass Rd"
121,"Upper Shafthouse","Shafthouse Hill",540,2021-05-01,"Sat",NA,"Upper Shafthouse"
122,"S Fork Brackett Creek","S Fork Brackett Creek",525,2021-05-02,"Sun",NA,"S Fork Brackett Creek"
123,"East Bridger South","East Bridger South",538,2021-05-03,"Mon",NA,"East Bridger South"
124,"Ross Pass to Sacagawea Pass","Bridger Foothills",534,2021-05-04,"Tue",NA,"Ross Pass to Sacagawea Pass"
125,"Raptor View","Raptor View",530,2021-05-05,"Wed",NA,"Raptor View"
126,"Upper Brackett Creek","Upper Brackett Creek",526,2021-05-06,"Thu",NA,"Upper Brackett Creek"
127,"Truman to Jones","Bridger Foothills",534,2021-05-07,"Fri",NA,"Truman to Jones"
136,"East Bridger North","East Bridger North",539,2021-05-16,"Sun",NA,"East Bridger North"
137,"Truman Gulch","Truman Gulch",535,2021-05-17,"Mon",NA,"Truman Gulch"
138,"Middle Cottonwood to Bostwick","Bridger Foothills",534,2021-05-18,"Tue",NA,"Middle Cottonwood to Bostwick"
140,"New World Gulch","New World Gulch",50,2021-05-20,"Thu",NA,"New World Gulch"
141,"North Cottonwood to Johnson Canyon","North Cottonwood",545,2021-05-21,"Fri",NA,"North Cottonwood to Johnson Canyon"
142,"Bridger","Bridger Ridge",513,2021-05-22,"Sat",NA,"Bridger"
144,"Felix Canyon Rd","Felix Canyon Rd",2514,2021-05-24,"Mon",NA,"Felix Canyon Rd"
145,"Sypes to Middle Cottonwood","Bridger Foothills",534,2021-05-25,"Tue",NA,"Sypes to Middle Cottonwood"
146,"Bostwick to Truman","Bridger Foothills",534,2021-05-26,"Wed",NA,"Bostwick to Truman"
147,"Baldy to Bridger","Bridger Ridge",513,2021-05-27,"Thu",NA,"Baldy to Bridger"
148,"Fairy Creek","Fairy Creek",500,2021-05-28,"Fri",NA,"Fairy Creek"
149,"Fairy Lakeshore","Fairy Lakeshore",499,2021-05-29,"Sat",NA,"Fairy Lakeshore"
150,"Jones to Ross Pass","Bridger Foothills",534,2021-05-30,"Sun",NA,"Jones to Ross Pass"
151,"Sacagawea Peak to Sacagawea Pass","Bridger Ridge",513,2021-05-31,"Mon",NA,"Sacagawea Peak to Sacagawea Pass"
152,"Ross Pass","Ross Pass",551,2021-06-01,"Tue",NA,"Ross Pass"
153,"Fairy Lake Shortcut","Fairy Lake Shortcut",501.1,2021-06-02,"Wed",NA,"Fairy Lake Shortcut"
154,"Johnson Canyon Jeep Trail","Johnson Canyon Jeep Trail",2512,2021-06-03,"Thu",NA,"Johnson Canyon Jeep Trail"
155,"Sacagawea Pass","Sacagawea Pass",518,2021-06-04,"Fri",NA,"Sacagawea Pass"
156,"Lower Shafthouse","Shafthouse Hill",540,2021-06-05,"Sat",NA,"Lower Shafthouse"
157,"North Cottonwood to Ridge","North Cottonwood",545,2021-06-06,"Sun",NA,"North Cottonwood to Ridge"
158,"Ross Pass to Sacagawea Peak","Bridger Ridge",513,2021-06-07,"Mon",NA,"Ross Pass to Sacagawea Peak"
159,"Bridger to Ross Pass","Bridger Ridge",513,2021-06-08,"Tue",NA,"Bridger to Ross Pass"
160,"Carroll Creek","Carroll Creek",527,2021-06-09,"Wed",NA,"Carroll Creek"
161,"Flathead Pass Rd","Flathead Pass Rd",NA,2021-06-10,"Thu",NA,"Flathead Pass Rd"
162,"Upper Shafthouse","Shafthouse Hill",540,2021-06-11,"Fri",NA,"Upper Shafthouse"
163,"S Fork Brackett Creek","S Fork Brackett Creek",525,2021-06-12,"Sat",NA,"S Fork Brackett Creek"
164,"East Bridger South","East Bridger South",538,2021-06-13,"Sun",NA,"East Bridger South"
165,"Ross Pass to Sacagawea Pass","Bridger Foothills",534,2021-06-14,"Mon",NA,"Ross Pass to Sacagawea Pass"
166,"Raptor View","Raptor View",530,2021-06-15,"Tue",NA,"Raptor View"
167,"Upper Brackett Creek","Upper Brackett Creek",526,2021-06-16,"Wed",NA,"Upper Brackett Creek"
168,"Truman to Jones","Bridger Foothills",534,2021-06-17,"Thu",NA,"Truman to Jones"
177,"East Bridger North","East Bridger North",539,2021-06-26,"Sat",NA,"East Bridger North"
180,"North Cottonwood Access","North Cottonwood Access",546,2021-06-29,"Tue",NA,"North Cottonwood Access"
181,"New World Gulch","New World Gulch",50,2021-06-30,"Wed",NA,"New World Gulch"
182,"North Cottonwood to Johnson Canyon","North Cottonwood",545,2021-07-01,"Thu",NA,"North Cottonwood to Johnson Canyon"
183,"Bridger","Bridger Ridge",513,2021-07-02,"Fri",NA,"Bridger"
184,"Corbly Gulch","Corbly Gulch",544,2021-07-03,"Sat",NA,"Corbly Gulch"
185,"Felix Canyon Rd","Felix Canyon Rd",2514,2021-07-04,"Sun",NA,"Felix Canyon Rd"
186,"Sypes to Middle Cottonwood","Bridger Foothills",534,2021-07-05,"Mon",NA,"Sypes to Middle Cottonwood"
187,"Bostwick to Truman","Bridger Foothills",534,2021-07-06,"Tue",NA,"Bostwick to Truman"
188,"Baldy to Bridger","Bridger Ridge",513,2021-07-07,"Wed",NA,"Baldy to Bridger"
189,"Fairy Creek","Fairy Creek",500,2021-07-08,"Thu",NA,"Fairy Creek"
190,"Fairy Lakeshore","Fairy Lakeshore",499,2021-07-09,"Fri",NA,"Fairy Lakeshore"
193,"Ross Pass","Ross Pass",551,2021-07-12,"Mon",NA,"Ross Pass"
194,"Fairy Lake Shortcut","Fairy Lake Shortcut",501.1,2021-07-13,"Tue",NA,"Fairy Lake Shortcut"
195,"Johnson Canyon Jeep Trail","Johnson Canyon Jeep Trail",2512,2021-07-14,"Wed",NA,"Johnson Canyon Jeep Trail"
197,"Lower Shafthouse","Shafthouse Hill",540,2021-07-16,"Fri",NA,"Lower Shafthouse"
198,"North Cottonwood to Ridge","North Cottonwood",545,2021-07-17,"Sat",NA,"North Cottonwood to Ridge"
200,"Bridger to Ross Pass","Bridger Ridge",513,2021-07-19,"Mon",NA,"Bridger to Ross Pass"
201,"Carroll Creek","Carroll Creek",527,2021-07-20,"Tue",NA,"Carroll Creek"
202,"Flathead Pass Rd","Flathead Pass Rd",NA,2021-07-21,"Wed",NA,"Flathead Pass Rd"
203,"Upper Shafthouse","Shafthouse Hill",540,2021-07-22,"Thu",NA,"Upper Shafthouse"
204,"S Fork Brackett Creek","S Fork Brackett Creek",525,2021-07-23,"Fri",NA,"S Fork Brackett Creek"
205,"East Bridger South","East Bridger South",538,2021-07-24,"Sat",NA,"East Bridger South"
206,"Ross Pass to Sacagawea Pass","Bridger Foothills",534,2021-07-25,"Sun",NA,"Ross Pass to Sacagawea Pass"
207,"Raptor View","Raptor View",530,2021-07-26,"Mon",NA,"Raptor View"
208,"Upper Brackett Creek","Upper Brackett Creek",526,2021-07-27,"Tue",NA,"Upper Brackett Creek"
209,"Truman to Jones","Bridger Foothills",534,2021-07-28,"Wed",NA,"Truman to Jones"
218,"East Bridger North","East Bridger North",539,2021-08-06,"Fri",NA,"East Bridger North"
221,"North Cottonwood Access","North Cottonwood Access",546,2021-08-09,"Mon",NA,"North Cottonwood Access"
222,"New World Gulch","New World Gulch",50,2021-08-10,"Tue",NA,"New World Gulch"
224,"Bridger","Bridger Ridge",513,2021-08-12,"Thu",NA,"Bridger"
225,"Corbly Gulch","Corbly Gulch",544,2021-08-13,"Fri",NA,"Corbly Gulch"
226,"Felix Canyon Rd","Felix Canyon Rd",2514,2021-08-14,"Sat",NA,"Felix Canyon Rd"
227,"Sypes to Middle Cottonwood","Bridger Foothills",534,2021-08-15,"Sun",NA,"Sypes to Middle Cottonwood"
228,"Bostwick to Truman","Bridger Foothills",534,2021-08-16,"Mon",NA,"Bostwick to Truman"
229,"Baldy to Bridger","Bridger Ridge",513,2021-08-17,"Tue",NA,"Baldy to Bridger"
230,"Fairy Creek","Fairy Creek",500,2021-08-18,"Wed",NA,"Fairy Creek"
231,"Fairy Lakeshore","Fairy Lakeshore",499,2021-08-19,"Thu",NA,"Fairy Lakeshore"
232,"Jones to Ross Pass","Bridger Foothills",534,2021-08-20,"Fri",NA,"Jones to Ross Pass"
235,"Fairy Lake Shortcut","Fairy Lake Shortcut",501.1,2021-08-23,"Mon",NA,"Fairy Lake Shortcut"
236,"Johnson Canyon Jeep Trail","Johnson Canyon Jeep Trail",2512,2021-08-24,"Tue",NA,"Johnson Canyon Jeep Trail"
238,"Lower Shafthouse","Shafthouse Hill",540,2021-08-26,"Thu",NA,"Lower Shafthouse"
239,"North Cottonwood to Ridge","North Cottonwood",545,2021-08-27,"Fri",NA,"North Cottonwood to Ridge"
241,"Bridger to Ross Pass","Bridger Ridge",513,2021-08-29,"Sun",NA,"Bridger to Ross Pass"
242,"Carroll Creek","Carroll Creek",527,2021-08-30,"Mon",NA,"Carroll Creek"
243,"Flathead Pass Rd","Flathead Pass Rd",NA,2021-08-31,"Tue",NA,"Flathead Pass Rd"
244,"Upper Shafthouse","Shafthouse Hill",540,2021-09-01,"Wed",NA,"Upper Shafthouse"
245,"S Fork Brackett Creek","S Fork Brackett Creek",525,2021-09-02,"Thu",NA,"S Fork Brackett Creek"
246,"East Bridger South","East Bridger South",538,2021-09-03,"Fri",NA,"East Bridger South"
247,"Ross Pass to Sacagawea Pass","Bridger Foothills",534,2021-09-04,"Sat",NA,"Ross Pass to Sacagawea Pass"
248,"Raptor View","Raptor View",530,2021-09-05,"Sun",NA,"Raptor View"
249,"Upper Brackett Creek","Upper Brackett Creek",526,2021-09-06,"Mon",NA,"Upper Brackett Creek"
250,"Truman to Jones","Bridger Foothills",534,2021-09-07,"Tue",NA,"Truman to Jones"
256,"M shortcut","M shortcut",512,2021-09-13,"Mon",NA,"M shortcut"
264,"North Cottonwood to Johnson Canyon","North Cottonwood",545,2021-09-21,"Tue",NA,"North Cottonwood to Johnson Canyon"
265,"Bridger","Bridger Ridge",513,2021-09-22,"Wed",NA,"Bridger"
267,"Felix Canyon Rd","Felix Canyon Rd",2514,2021-09-24,"Fri",NA,"Felix Canyon Rd"
268,"Sypes to Middle Cottonwood","Bridger Foothills",534,2021-09-25,"Sat",NA,"Sypes to Middle Cottonwood"
269,"Bostwick to Truman","Bridger Foothills",534,2021-09-26,"Sun",NA,"Bostwick to Truman"
270,"Baldy to Bridger","Bridger Ridge",513,2021-09-27,"Mon",NA,"Baldy to Bridger"
271,"Fairy Creek","Fairy Creek",500,2021-09-28,"Tue",NA,"Fairy Creek"
272,"Fairy Lakeshore","Fairy Lakeshore",499,2021-09-29,"Wed",NA,"Fairy Lakeshore"
273,"Jones to Ross Pass","Bridger Foothills",534,2021-09-30,"Thu",NA,"Jones to Ross Pass"
274,"Sacagawea Peak to Sacagawea Pass","Bridger Ridge",513,2021-10-01,"Fri",NA,"Sacagawea Peak to Sacagawea Pass"
276,"Fairy Lake Shortcut","Fairy Lake Shortcut",501.1,2021-10-03,"Sun",NA,"Fairy Lake Shortcut"
277,"Johnson Canyon Jeep Trail","Johnson Canyon Jeep Trail",2512,2021-10-04,"Mon",NA,"Johnson Canyon Jeep Trail"
278,"Sacagawea Pass","Sacagawea Pass",518,2021-10-05,"Tue",NA,"Sacagawea Pass"
279,"Lower Shafthouse","Shafthouse Hill",540,2021-10-06,"Wed",NA,"Lower Shafthouse"
280,"North Cottonwood to Ridge","North Cottonwood",545,2021-10-07,"Thu",NA,"North Cottonwood to Ridge"
281,"Ross Pass to Sacagawea Peak","Bridger Ridge",513,2021-10-08,"Fri",NA,"Ross Pass to Sacagawea Peak"
282,"Bridger to Ross Pass","Bridger Ridge",513,2021-10-09,"Sat",NA,"Bridger to Ross Pass"
283,"Carroll Creek","Carroll Creek",527,2021-10-10,"Sun",NA,"Carroll Creek"
284,"Flathead Pass Rd","Flathead Pass Rd",NA,2021-10-11,"Mon",NA,"Flathead Pass Rd"
285,"Upper Shafthouse","Shafthouse Hill",540,2021-10-12,"Tue",NA,"Upper Shafthouse"
286,"S Fork Brackett Creek","S Fork Brackett Creek",525,2021-10-13,"Wed",NA,"S Fork Brackett Creek"
287,"East Bridger South","East Bridger South",538,2021-10-14,"Thu",NA,"East Bridger South"
288,"Ross Pass to Sacagawea Pass","Bridger Foothills",534,2021-10-15,"Fri",NA,"Ross Pass to Sacagawea Pass"
